CochleariaID	AthalianaID	orthologyEvidence	Athaliana_description
g32223.t1	AT1G49100.1	no orthogroup BLAST	Note=Leucine-rich repeat protein kinase family protein: conf_class=6: computational_description=Leucine-rich repeat protein kinase family protein: conf_rating=**: symbol=None: curator_summary=None: 
g32224.t1	AT1G25220.2	within orthogroup RBH	Note=anthranilate synthase beta subunit 1: curator_summary=Catalyzes the first step of tryptophan biosynthesis: Chorismate L-Glutamine = Anthranilate Pyruvate L-Glutamate. Functions as a heterocomplex with anthranilate synthase alpha subunit (ASA1 or ASA2).: symbol=ASB1: full_name=anthranilate synthase beta subunit 1: computational_description=anthranilate synthase beta subunit 1: conf_class=2: conf_rating=****: conf_class=6: conf_rating=**: 
g32225.t1	AT1G24793.1	within orthogroup BLAST	Note=UDP-3-O-acyl N-acetylglycosamine deacetylase family protein: symbol=LpxC1: full_name=lipid X C1: computational_description=UDP-3-O-acyl N-acetylglycosamine deacetylase family protein: conf_class=2: conf_rating=****: curator_summary=None: conf_class=1: conf_rating=*****: 
g32226.t1	AT3G42060.1	no orthogroup BLAST	Note=myosin heavy chain-related: conf_class=7: computational_description=myosin heavy chain-like protein: conf_rating=**: symbol=None: curator_summary=None: 
g32227.t1	AT2G09388.1	1-2-1 orthogroup	Note=None: conf_class=10: computational_description=hypothetical protein: symbol=None: curator_summary=None: 
g32228.t1	AT2G09388.1	1-2-1 orthogroup	Note=None: conf_class=10: computational_description=hypothetical protein: symbol=None: curator_summary=None: 
g32229.t1	AT1G67980.1	within orthogroup BLAST	Note=caffeoyl-CoA 3-O-methyltransferase: curator_summary=Encodes S-adenosyl-L-methionine: transcaffeoyl Coenzyme A 3-O-methyltransferase. Methyltransferase in the lignin biosynthetic pathway.: symbol=CCOAMT: full_name=caffeoyl-CoA 3-O-methyltransferase: computational_description=caffeoyl-CoA 3-O-methyltransferase: conf_class=2: conf_rating=****: 
g32230.t1	AT1G24706.2	1-2-1 orthogroup	Note=THO2: curator_summary=Encodes a component of the putative Arabidopsis THO/TREX complex: THO1 or HPR1 (At5g09860), THO2 (At1g24706), THO3 or TEX1 (At5g56130), THO5 (At5g42920, At1g45233), THO6 (At2g19430), and THO7 (At5g16790, At3g02950). THO/TREX complexes in animals have been implicated in the transport of mRNA precursors.  Mutants of THO3/TEX1, THO1, THO6 accumulate reduced amount of small interfering (si)RNA, suggesting a role of the putative Arabidopsis THO/TREX in siRNA biosynthesis. Mutations in THO have severe developmental defects and affect the production of several different classes of small RNAs indicating a broader role in small RNA biosynthesis.: symbol=THO2: computational_description=THO2: conf_class=2: conf_rating=****: 
g32231.t1	AT1G80190.5	1-2-1 orthogroup	full_name=partner of SLD five 1: Note=None: curator_summary=Similar to the PSF1 component of GINS complex, which in other organism was shown to be involved in the initiation of DNA replication.: conf_class=2: symbol=None: computational_description=partner of SLD five 1: conf_rating=****: 
g32232.t1	AT1G14150.1	no orthogroup BLAST	Note=PsbQ-like 2: curator_summary=Encodes a subunit of the NAD(P)H dehydrogenase complex located in the chloroplast thylakoid lumen.: symbol=PnsL2: full_name=Photosynthetic NDH  subcomplex L 2: computational_description=PsbQ-like 2: conf_class=2: conf_rating=****: conf_class=1: conf_rating=*****: 
g32233.t1	AT5G07390.1	no orthogroup BLAST	Note=respiratory burst oxidase homolog A: symbol=RBOHA: full_name=respiratory burst oxidase homolog A: computational_description=respiratory burst oxidase homolog A: conf_class=1: conf_rating=*****: curator_summary=None: conf_class=6: conf_rating=**: 
g32234.t1	AT4G05190.1	no orthogroup BLAST	Note=kinesin 5: curator_summary=ATK5 encodes a kinesin protein involved in microtubule spindle morphogenesis. It acts as a minus-end directed motor as well as a plus-end tracking protein (+TIP). Localizes to mitotic spindle midzones and regions rich in growing plus-ends within phragmoplasts.: symbol=ATK5: full_name=kinesin 5: computational_description=kinesin 5: conf_class=1: conf_rating=*****: 
g32235.t2	AT2G09388.1	1-2-1 orthogroup	Note=None: conf_class=10: computational_description=hypothetical protein: symbol=None: curator_summary=None: 
g32236.t1	AT2G09388.1	1-2-1 orthogroup	Note=None: conf_class=10: computational_description=hypothetical protein: symbol=None: curator_summary=None: 
g32237.t1	AT2G09388.1	1-2-1 orthogroup	Note=None: conf_class=10: computational_description=hypothetical protein: symbol=None: curator_summary=None: 
g32238.t1	AT1G24650.1	1-2-1 orthogroup	Note=Leucine-rich repeat protein kinase family protein: conf_class=2: computational_description=Leucine-rich repeat protein kinase family protein: conf_rating=****: symbol=TMK2: curator_summary=None: 
g32239.t1	AT1G24625.1	1-2-1 orthogroup	Note=zinc finger protein 7: curator_summary=Encodes a zinc finger protein containing only a single zinc finger.: symbol=ZFP7: full_name=zinc finger protein 7: computational_description=zinc finger protein 7: conf_class=1: conf_rating=*****: 
g32240.t1	AT1G24620.1	1-2-1 orthogroup	Note=EF hand calcium-binding protein family: curator_summary=Encodes a EF-hand calcium-binding protein family member. Mutants exhibit longer root hairs under phosphate-deficient conditions.: computational_description=EF hand calcium-binding protein family: conf_class=1: conf_rating=*****: symbol=CML25: 
g32241.t1	AT1G24610.1	1-2-1 orthogroup	Note=Rubisco methyltransferase family protein: conf_class=2: computational_description=Rubisco methyltransferase family protein: conf_rating=****: symbol=None: curator_summary=None: 
g32242.t1	AT1G24590.1	1-2-1 orthogroup	Note=DORNROSCHEN-like: curator_summary=Encodes a member of the ERF (ethylene response factor) subfamily B-1 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 15 members in this subfamily including ATERF-3, ATERF-4, ATERF-7, and LEAFY PETIOLE.  This gene functions in the regeneration of shoots in tissue culture, probably through transcriptional regulation of CUC1.  May also be involved in activation of the cell cycle via CycD11.: symbol=DRNL: full_name=DORNROSCHEN-like: computational_description=DORNROSCHEN-like protein: conf_class=1: conf_rating=*****: 
g32243.t1	AT1G24575.1	1-2-1 orthogroup	Note=None: conf_class=1: computational_description=DEAD-box ATP-dependent RNA helicase-like protein: conf_rating=*****: symbol=None: curator_summary=None: 
g32244.t1	AT1G24570.2	within orthogroup RBH	Note=None: conf_class=6: computational_description=transmembrane protein, putative (DUF707): conf_rating=**: symbol=None: curator_summary=: 
g32245.t1	AT1G24560.1	1-2-1 orthogroup	Note=None: computational_description=paramyosin: conf_class=2: conf_rating=****: symbol=PUF2: curator_summary=Effector molecule of the plant-unique RAB5, ARA6. Acts in the vacuolar/endocytic trafficking pathway with canonical RAB5 and SYP. Promotes recruitment of VSP9a onto the endosome, which is required for efficient RAB5 activation. Colocalizes with RAB5 on endosomes, where it coordinates transport with canonical RAB5.: 
g32246.t1	AT1G24540.1	1-2-1 orthogroup	Note=cytochrome P450, family 86, subfamily C, polypeptide 1: curator_summary=member of CYP86C: symbol=CYP86C1: full_name=cytochrome P450, family 86, subfamily C, polypeptide 1: computational_description=cytochrome P450, family 86, subfamily C, polypeptide 1: conf_class=1: conf_rating=*****: 
g32247.t1	AT1G24530.1	1-2-1 orthogroup	Note=Transducin/WD40 repeat-like superfamily protein: conf_class=1: computational_description=Transducin/WD40 repeat-like superfamily protein: conf_rating=*****: symbol=None: curator_summary=None: 
g32248.t1	AT1G24510.1	within orthogroup RBH	Note=TCP-1/cpn60 chaperonin family protein: computational_description=TCP-1/cpn60 chaperonin family protein: conf_class=2: conf_rating=****: symbol=CCT5: curator_summary=None: 
g32249.t1	AT1G24490.1	1-2-1 orthogroup	Note=OxaA/YidC-like membrane insertion protein: curator_summary=Homologue of the Alb3/Oxa1/YidC family. ALB4 is almost identical to the Alb3/Oxa1/YidC domain of the previously described 110 kDa inner envelope protein ARTEMIS. However, ALB4 is expressed as a separate 55 kDa protein and is located in the thylakoid membrane of chloroplasts. Analysis of a T-DNA insertion line with a reduced level of Alb4 revealed chloroplasts with an altered ultrastructure. Mutant plastids are larger, more spherical in appearance and the grana stacks within the mutant lines are less appressed than in the wild-type chloroplasts. ALB4 is required for proper chloroplast biogenesis. The mRNA is cell-to-cell mobile.: symbol=ALB4: full_name=ALBINA 4: computational_description=OxaA/YidC-like membrane insertion protein: conf_class=1: conf_rating=*****: conf_class=3: conf_rating=****: 
g32250.t1	AT1G24485.3	1-2-1 orthogroup	Note=None: conf_class=1: computational_description=ER protein carbohydrate-binding protein: conf_rating=*****: symbol=None: curator_summary=None: conf_class=5: conf_rating=***: 
g32251.t1	AT1G24480.1	no orthogroup BLAST	Note=S-adenosyl-L-methionine-dependent methyltransferases superfamily protein: conf_class=1: computational_description=S-adenosyl-L-methionine-dependent methyltransferases superfamily protein: conf_rating=*****: symbol=None: curator_summary=None: 
g32252.t1	AT1G24460.1	1-2-1 orthogroup	Note=None: curator_summary=Encodes a novel protein that co-immunoprecipitates with SYP41.  It is involved in vacuolar trafficking and salt tolerance, potentially via a role in vesicle fusion and in maintaining TGN structure or identity. Mutants display delayed formation of the Brefeldin A (BFA) compartment in cotyledons upon application of BFA.: symbol=TNO1: full_name=TGN-localized SYP41 interacting protein: computational_description=TGN-related, localized SYP41 interacting protein: conf_class=6: conf_rating=**: conf_class=2: conf_rating=****: 
g32253.t1	AT1G24440.1	1-2-1 orthogroup	Note=RING/U-box superfamily protein: conf_class=2: computational_description=RING/U-box superfamily protein: conf_rating=****: symbol=None: curator_summary=None: 
g32254.t1	AT1G24400.1	within orthogroup RBH	Note=lysine histidine transporter 2: curator_summary=High-affinity transporter for neutral and acidic amino acids, expressed in tapetum tissue of anthers. Transport of 1-Aminocyclopropane-1-carboxylic acid (ACC).: symbol=LHT2: full_name=lysine histidine transporter 2: computational_description=lysine histidine transporter 2: conf_class=2: conf_rating=****: 
g32255.t1	AT1G24360.1	1-2-1 orthogroup	Note=NAD(P)-binding Rossmann-fold superfamily protein: computational_description=NAD(P)-binding Rossmann-fold superfamily protein: conf_class=2: conf_rating=****: symbol=KR: curator_summary=Dual mitochondrial and plastid localized b-ketoacyl- ACP reductase, a component of the fatty acid synthase complex.: 
g32256.t1	AT1G24350.3	1-2-1 orthogroup	Note=Acid phosphatase/vanadium-dependent haloperoxidase-related protein: conf_class=2: computational_description=Acid phosphatase/vanadium-dependent haloperoxidase-related protein: conf_rating=****: symbol=None: curator_summary=None: conf_class=6: conf_rating=**: 
g32257.t1	AT1G24340.1	1-2-1 orthogroup	Note=FAD/NAD(P)-binding oxidoreductase family protein: curator_summary=A locus involved in embryogenesis. Mutations in this locus result in embryo lethality. The mRNA is cell-to-cell mobile.: symbol=EMB2421: full_name=EMBRYO DEFECTIVE 2421: computational_description=FAD/NAD(P)-binding oxidoreductase family protein: conf_class=1: conf_rating=*****: 
g32258.t1	AT1G24330.1	within orthogroup RBH	Note=ARM repeat superfamily protein: computational_description=ARM repeat superfamily protein: conf_class=4: conf_rating=***: symbol=PUB6: curator_summary=Plant U-box type E3 ubiquitin ligase (PUB).: 
g32259.t1	AT1G24310.1	1-2-1 orthogroup	Note=None: computational_description=nuclear pore complex protein: conf_class=2: conf_rating=****: symbol=NUP54: curator_summary=None: 
g32260.t1	AT1G24280.1	within orthogroup RBH	Note=glucose-6-phosphate dehydrogenase 3: curator_summary=Encodes a plastidic glucose-6-phosphate dehydrogenase that is sensitive to reduction by DTT and whose mRNA is most highly expressed in root.: symbol=G6PD3: full_name=glucose-6-phosphate dehydrogenase 3: computational_description=glucose-6-phosphate dehydrogenase 3: conf_class=2: conf_rating=****: 
g32261.t1	AT1G24267.2	within orthogroup RBH	Note=Protein of unknown function (DUF1664): conf_class=2: computational_description=bZIP transcription factor, putative (DUF1664): conf_rating=****: symbol=None: curator_summary=None: conf_class=6: conf_rating=**: 
g32262.t1	AT4G23160.2	1-2-1 orthogroup	full_name=cysteine-rich RLK (RECEPTOR-like protein kinase) 8: Note=None: curator_summary=Encodes a cysteine-rich receptor-like protein kinase.: conf_class=6: symbol=None: computational_description=cysteine-rich RECEPTOR-like kinase: conf_rating=**: 
g32263.t1	AT1G24260.2	no orthogroup BLAST	Note=K-box region and MADS-box transcription factor family protein : curator_summary=Member of the MADs box transcription factor family. SEP3 is redundant with SEP1 and 2. Flowers of SEP1/2/3 triple mutants show a conversion of petals and stamens to sepals.SEP3 forms heterotetrameric complexes with other MADS box family members and binds to the CArG box motif.: symbol=SEP3: full_name=SEPALLATA3: computational_description=K-box region and MADS-box transcription factor family protein: conf_class=2: conf_rating=****: conf_class=3: 
g32264.t1	AT5G53790.1	1-2-1 orthogroup	Note=Protein of unknown function (DUF295): computational_description=F-box protein, putative (DUF295): conf_class=9: conf_rating=*: symbol=AtDOA15: curator_summary=None: 
g32265.t1	AT5G53780.1	1-2-1 orthogroup	Note=Protein of unknown function (DUF295): computational_description=F-box protein, putative (DUF295): conf_class=9: conf_rating=*: symbol=AtDOA14: curator_summary=None: 
